# nc[fm^-3] R[km] M[Msun] (P-mu Maxwell scenario)
3.162277660168379191e-08 3.988281250999999884e+03 7.223850059125339618e-01
4.587102678234389886e-08 3.703125000999999884e+03 7.566316204880005891e-01
6.653910011034479843e-08 3.429687500999999884e+03 7.882166054570721725e-01
9.651957137350706504e-08 3.167968750999999884e+03 8.167485687159767860e-01
1.400083205615395277e-07 2.921875000999999884e+03 8.421674605407437619e-01
2.030917620904734816e-07 2.683593750999999884e+03 8.643066267067199826e-01
2.945986614480108840e-07 2.460937500999999884e+03 8.834759515934215157e-01
4.273357542109315494e-07 2.250000000999999884e+03 8.997996169114756970e-01
6.198800969747552390e-07 2.054687500999999884e+03 9.135789349143903504e-01
8.991789964660123745e-07 1.871093750999999884e+03 9.250174433153325326e-01
1.304321386719003938e-06 1.703125000999999884e+03 9.344189745646499512e-01
1.892008472772299735e-06 1.542480469749999884e+03 9.419675224451690143e-01
2.744489278096427086e-06 1.395996094749999884e+03 9.479533852025086027e-01
3.981071705534969119e-06 1.261230469749999884e+03 9.525701365412856392e-01
5.774820128138352163e-06 1.137695313499999884e+03 9.560016020402296588e-01
8.376776400682923638e-06 1.057617188499999884e+03 9.577742435713891833e-01
1.215109411375887941e-05 1.029296875999999884e+03 9.344647380967752159e-01
1.762600326175457524e-05 9.741210947499999975e+02 8.815981914650550255e-01
2.556773802217526814e-05 9.038085947499999975e+02 8.258278971102371857e-01
3.708777411774472500e-05 8.227539072499999975e+02 7.749073348198920463e-01
5.379838403443686919e-05 7.358398447499999975e+02 7.318603236769424258e-01
7.803828063469530588e-05 6.928710947499999975e+02 7.140684669173567034e-01
1.131999288402640868e-04 6.865234384999999975e+02 6.915873937368708368e-01
1.642043338887163326e-04 6.801757822499999975e+02 6.640975755565841077e-01
2.381897545702923774e-04 6.801757822499999975e+02 6.641006916526657200e-01
3.455107294592218038e-04 6.801757822499999975e+02 6.641107705454387666e-01
5.011872336272725275e-04 6.801757822499999975e+02 6.641370898850741389e-01
7.270067807853829471e-04 6.933593759999999975e+02 6.752756589158684930e-01
1.054573667973740395e-03 7.182617197499999975e+02 6.818796632307895234e-01
1.529732116091359626e-03 7.460937509999999975e+02 6.847126127946790985e-01
2.218982341458974362e-03 7.778320322499999975e+02 6.890742293496465720e-01
3.218787511821235865e-03 8.061523447499999975e+02 6.940527071247815094e-01
4.669074130371089412e-03 8.291015634999999975e+02 6.994583917706048704e-01
6.772815277441427209e-03 8.408203134999999975e+02 7.032806245603370199e-01
9.824437458374248380e-03 8.481445322499999975e+02 7.074997317504659877e-01
1.425102670302999183e-02 8.442382822499999975e+02 7.059175439214642189e-01
2.067210086592393900e-02 8.442382822499999975e+02 7.060469641903907023e-01
2.998631348575566888e-02 8.305664072499999975e+02 7.034912852075532186e-01
4.349722373637544826e-02 7.851562509999999975e+02 7.115703436041342922e-01
6.309573444801933051e-02 1.871093750999999884e+03 8.296023580839867462e-01
7.045578639596265791e-02 1.277465830312499975e+02 3.895057222629427773e-02
7.867438076599402030e-02 2.355957131250000103e+01 5.657820553297443489e-02
8.785166564072718898e-02 1.594543557031250103e+01 8.139068076456222600e-02
9.809947127268774103e-02 1.355743508203125103e+01 1.149349274482237282e-01
1.095426727973103087e-01 1.263427834375000103e+01 1.592367317311328967e-01
1.223207119049931624e-01 1.228332619531250103e+01 2.164139954345335737e-01
1.365892960146186941e-01 1.224517922265625103e+01 2.885896170893075263e-01
1.525222956539019070e-01 1.235962014062500103e+01 3.776686512383631844e-01
1.703138631671876901e-01 1.255798439843750103e+01 4.850725234337163183e-01
1.901807985683139079e-01 1.279449562890625103e+01 6.114013961553681487e-01
2.123651913677558067e-01 1.303100685937500103e+01 7.560489206009369800e-01
2.371373705661655173e-01 1.324462990625000103e+01 9.168119519432634812e-01
2.647991987615967435e-01 1.342010598046875103e+01 1.089615791207673157e+00
2.956877505109187787e-01 1.354980568750000103e+01 1.268515564405066520e+00
3.301794197682720311e-01 1.361084084375000103e+01 1.446153535678305957e+00
3.686945064519575044e-01 1.361847023828125103e+01 1.614696106123226560e+00
4.117023380295946611e-01 1.354980568750000103e+01 1.767040043194324284e+00
4.597269885308721826e-01 1.343536476953125103e+01 1.897881138679492041e+00
5.133536646772021150e-01 1.326751808984375103e+01 2.004274934123736251e+00
5.732358369467713821e-01 1.305389504296875103e+01 2.085589074588289460e+00
6.401032024709307766e-01 1.282501320703125103e+01 2.143012844984756082e+00
7.147705767941857635e-01 1.258087258203125103e+01 2.178901844364945273e+00
7.981478228487605131e-01 1.231384377343750103e+01 2.196175667287837641e+00
8.912509381337455627e-01 1.205444435937500103e+01 2.197876269342627698e+00
