# nc R M dense WD sampling
3.000000000000000923e-07 2.449218750999999884e+03 9.718820234390828094e-01
3.486259815329230591e-07 2.367187500999999884e+03 9.794939875191908119e-01
4.051335833326465170e-07 2.289062500999999884e+03 9.866255835846813316e-01
4.708003104709804082e-07 2.207031250999999884e+03 9.931710420592699817e-01
5.471107344798346314e-07 2.132812500999999884e+03 9.993405444205704091e-01
6.357900560507690857e-07 2.054687500999999884e+03 1.004980286028424485e+00
7.388431077985715569e-07 1.984375000999999884e+03 1.010275176263860208e+00
8.585996788503739848e-07 1.910156250999999884e+03 1.015094407971428359e+00
9.977671859435467131e-07 1.839843750999999884e+03 1.019557845698914056e+00
1.159491881803038012e-06 1.773437500999999884e+03 1.023680403094659130e+00
1.347429984576799934e-06 1.707031250999999884e+03 1.027441252537315997e+00
1.565830336399926858e-06 1.644531250999999884e+03 1.030896890817157852e+00
1.819630459804837968e-06 1.632812500999999884e+03 1.031317528328874911e+00
2.114568183588885192e-06 1.605468750999999884e+03 1.025091700064188593e+00
2.457311361739883477e-06 1.570312500999999884e+03 1.011772695094282692e+00
2.855608618061900693e-06 1.525878907249999884e+03 9.953729021126415111e-01
3.318464524485679511e-06 1.481933594749999884e+03 9.779533223337828485e-01
3.856343173436680685e-06 1.435058594749999884e+03 9.602814890792362723e-01
4.481404746557165618e-06 1.386230469749999884e+03 9.429360225402878548e-01
5.207780428049305868e-06 1.335937500999999884e+03 9.262067168093157665e-01
6.051891877788782170e-06 1.285156250999999884e+03 9.103952165847400968e-01
7.032822486750794193e-06 1.233886719749999884e+03 8.957244111464380820e-01
8.172748807967691339e-06 1.182128907249999884e+03 8.821290307891568316e-01
9.497441916665874534e-06 1.131347657249999884e+03 8.697141617144487080e-01
1.103685003416521712e-05 1.080566407249999884e+03 8.584357429378118853e-01
1.282577558730840866e-05 1.031250000999999884e+03 8.482490333344396838e-01
1.490466201015465026e-05 9.833984384999999975e+02 8.392343319349740982e-01
1.732050807568877689e-05 9.365234384999999975e+02 8.311204304096661000e-01
2.012793042845305915e-05 8.916015634999999975e+02 8.238407588255978187e-01
2.339039833948611277e-05 8.593750009999999975e+02 8.190639298338815433e-01
2.718166859849798671e-05 8.583984384999999975e+02 8.188291191212802023e-01
3.158745298284663429e-05 8.413085947499999975e+02 8.080558159305157861e-01
3.670735600089987415e-05 8.232421884999999975e+02 7.923143347582217721e-01
4.265712671764049208e-05 8.032226572499999975e+02 7.743945882947886883e-01
4.957127557103895298e-05 7.802734384999999975e+02 7.554458421877136010e-01
5.760611533930819677e-05 7.558593759999999975e+02 7.364240736314863200e-01
6.694329500821696454e-05 7.294921884999999975e+02 7.172528811085061573e-01
7.779390643095886128e-05 7.016601572499999975e+02 6.990079719869003450e-01
9.040325662257798665e-05 6.723632822499999975e+02 6.814920701778514056e-01
1.050564135793965515e-04 6.582031259999999975e+02 6.736170999695991757e-01
1.220846510014860680e-04 6.577148447499999975e+02 6.732965225519974561e-01
1.418729376183247234e-04 6.513671884999999975e+02 6.613615653426114793e-01
1.648686404338253373e-04 6.455078134999999975e+02 6.454323459799959917e-01
1.915916386508030209e-04 6.386718759999999975e+02 6.268579039751943638e-01
2.226460769271242936e-04 6.376953134999999975e+02 6.238446170154973158e-01
2.587340236772445656e-04 6.376953134999999975e+02 6.238392216634237597e-01
3.006713432014730680e-04 6.376953134999999975e+02 6.238359002945973453e-01
3.494061404747862308e-04 6.376953134999999975e+02 6.238353647177559136e-01
4.060401955888423586e-04 6.376953134999999975e+02 6.238388274633186459e-01
4.718538724299338482e-04 6.376953134999999975e+02 6.238427603027931756e-01
5.483350647199876707e-04 6.376953134999999975e+02 6.238471333246833339e-01
6.372128338230817176e-04 6.376953134999999975e+02 6.238521821612170726e-01
7.404964987898238898e-04 6.386718759999999975e+02 6.252914784216202504e-01
8.605210623743174587e-04 6.450195322499999975e+02 6.301151834205711566e-01
1.000000000000000021e-03 6.542968759999999975e+02 6.348899000109835544e-01
