# nc[fm^-3] R[km] M[Msun]  (dense TOV, p_surf=1e-17 MeV/fm^3)
3.500000000000000434e-12 2.195364518266657615e+04 3.231530737768699424e-02
3.944071635667889366e-12 2.174783264301432064e+04 3.455000411416662975e-02
4.444486019222852164e-12 2.152918284910111834e+04 3.691175492711801231e-02
5.008391783868403319e-12 2.129911904991330812e+04 3.940874598442170584e-02
5.643844564304992228e-12 2.105894715149718104e+04 4.204950449378382082e-02
6.359922074912490725e-12 2.080989434020102999e+04 4.484297648159351474e-02
7.166853788777263465e-12 2.055308577767173483e+04 4.779849272655934539e-02
8.076167070084386552e-12 2.028956702500081519e+04 5.092578152415827564e-02
9.100851847438572425e-12 2.002030310010765970e+04 5.423501497823754458e-02
1.025554618054233838e-11 1.974618102120733965e+04 5.773675047116225145e-02
1.155674537113119808e-11 1.946802506722706676e+04 6.144199976895715898e-02
1.302303760540420968e-11 1.918658427799810306e+04 6.536219152703649782e-02
1.467536949420314777e-11 1.890255197499789210e+04 6.950920047082936870e-02
1.653734530429505548e-11 1.861655655467879478e+04 7.389532953523349212e-02
1.863556415540448125e-11 1.832917961730902971e+04 7.853330917498790864e-02
2.100000000000001149e-11 1.804094716025851449e+04 8.343629212475500712e-02
2.200000000000001773e-11 1.792856825668820238e+04 8.542036649730810893e-02
2.369790498816797811e-11 1.774892186248740109e+04 8.868088117208756949e-02
2.552685003764710491e-11 1.756929923794807110e+04 9.205477116496883772e-02
2.749694849269875928e-11 1.738979885278064103e+04 9.554546173774616791e-02
2.961909422020560945e-11 1.721051069069836740e+04 9.915644982686865061e-02
3.190502184845577977e-11 1.703151821205731540e+04 1.028912679768691774e-01
3.436737165500581893e-11 1.685290288302342742e+04 1.067534989193240358e-01
3.701975946242656658e-11 1.667474021620782150e+04 1.107467736871791397e-01
3.987685192842802383e-11 1.649709166602698315e+04 1.148747468266628768e-01
4.295444764668770191e-11 1.632003095244442375e+04 1.191411081535157512e-01
4.626956450683817567e-11 1.614361591333263823e+04 1.235495812975535984e-01
4.984053379667997859e-11 1.596790211680584980e+04 1.281038998250845218e-01
5.368710156696800740e-11 1.579294166388509802e+04 1.328078129284574471e-01
5.783053781927868093e-11 1.561878321957198386e+04 1.376650691506666468e-01
6.229375412072363169e-11 1.544553791417789762e+04 1.426794291459106689e-01
